,TeamNames,Year,Seed,Results,ADJOE,ADJDE,Barthag,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab
1191,North Dakota St.,2011,17,NoTourney,103.5,102.6,.5256,50.9,49.1,18.8,18.3,34.6,31.1,39.8,38.4,49.5,48.4,36.7,34.1,68.4,-9.8
1192,Central Connecticut,2011,17,NoTourney,99.7,99.0,.5196,47.9,47.1,21.1,23.4,36.6,35.1,36.1,33.4,47.4,46.6,32.8,32,67,-7.7
1193,Quinnipiac,2011,17,NoTourney,102.3,101.7,.5176,47.2,47.2,18.2,19.1,40.4,26.3,35.2,46.8,45.7,45.7,34.4,33.6,68.7,-6
1194,Sam Houston St.,2011,17,NoTourney,102.4,101.8,.5154,49.7,50.3,20.3,20.6,34.8,28.6,36.3,39.6,51.7,50.4,30.6,33.4,66.7,-8.5
1195,Green Bay,2011,17,NoTourney,102.9,102.3,.5150,47.8,51.8,19.9,21.9,35.7,32,34.3,46.1,47.7,48.9,32,38.6,65.9,-9
1196,TCU,2011,17,NoTourney,101.2,100.8,.5107,49.3,51.6,18.6,19.5,27.3,28.1,28.7,39,47.8,52.7,35,32.9,67.6,-11.7
1197,Western Carolina,2011,17,NoTourney,98.1,97.9,.5055,47.5,50,20,22.4,33.5,31.5,30.6,48.4,46.2,51.3,33.7,31.3,69.4,-8.4
1198,Furman,2011,17,NoTourney,102.9,102.7,.5047,51.6,47.8,20.7,19.1,33.9,32,41.7,41.1,48.7,47.4,37.6,32.4,63.4,-4.5
1199,Jacksonville,2011,17,NoTourney,97.0,97.0,.5001,45.6,46.9,21.4,23.2,36.4,31.7,38.6,45.7,45.4,46.6,30.9,31.6,68.6,-5.8
1200,La Salle,2011,17,NoTourney,105.4,105.4,.4989,49.6,50.2,21,18.8,37.3,35.1,32.9,35.5,47.7,48.8,36.4,35.7,72.3,-10
1201,Cal Poly,2011,17,NoTourney,96.5,96.8,.4888,45.5,45.1,18.9,21.6,32,31.6,37,42.4,44.1,45.6,31.7,29.3,60.7,-8.6
1202,UNC Asheville,2011,16,R64,98.4,98.9,.4863,48.9,47.9,21.2,24,31.4,36,41.8,39.9,49,46.2,32.2,34.1,69.4,-8.1
1203,Evansville,2011,17,NoTourney,100.2,100.8,.4811,48.9,52,19.6,22.2,25.2,29.7,46.8,43,47.4,51.6,35.6,35.2,67.2,-7.1
1204,Weber St.,2011,17,NoTourney,102.0,102.8,.4788,51.1,48.9,19.4,17,26.7,28.2,35.6,39,45.4,45.3,40.6,37.1,65.4,-7.2
1205,Ball St.,2011,17,NoTourney,101.9,102.9,.4733,49.2,48.5,19.8,21.3,31.8,33.5,50.4,31.6,48.6,47.4,33.7,33.9,64.8,-6.8
1206,American,2011,17,NoTourney,102.3,103.3,.4721,50.6,47.5,17.7,16.5,29.8,26.2,37.5,37.4,50.5,44.6,33.8,36.1,61.7,-3.6
1207,IPFW,2011,17,NoTourney,103.5,104.6,.4694,52.6,51,18.1,20.3,28.4,28.6,35.6,48.7,49.7,51.7,38.4,33,66.4,-5.9
1208,Massachusetts,2011,17,NoTourney,96.6,97.7,.4690,44.4,46.7,20.1,19.9,34.8,33.8,37.3,41.8,45.2,45.1,28.6,33,68.1,-8.7
1209,Boston University,2011,16,R64,101.6,102.8,.4667,47.3,46,19,18,34.1,34.3,37.3,30.2,43.3,44.4,35.5,32.4,63.8,-7.6
1210,Drake,2011,17,NoTourney,100.6,101.9,.4626,49,50.1,18.5,20.1,23.9,31.5,38.1,36.2,46.8,50.6,35.4,32.8,66,-10.5
1211,Bradley,2011,17,NoTourney,100.4,101.7,.4621,47.2,49.7,18.3,19.3,26.6,29.8,33,38.3,45.8,49.1,34,33.8,66.8,-12.1
1212,Northeastern,2011,17,NoTourney,107.5,109.0,.4600,50.7,53.5,19.8,19.8,30.2,35.8,35.8,42.9,47.8,51.1,37.9,39.4,64,-12.3
1213,Miami OH,2011,17,NoTourney,104.1,105.6,.4595,50.1,50.6,21.5,16.3,28.7,32.1,36.3,32,48.4,47.9,34.9,37.6,64,-7
1214,North Texas,2011,17,NoTourney,106.5,108.3,.4528,53,49.1,19.5,16.1,30.8,30.2,50,35.7,52,48.8,37.3,33.2,68.2,-7.1
1215,Lipscomb,2011,17,NoTourney,103.6,105.4,.4509,51,50.1,21.4,20,33.4,32.1,40.5,39,51.7,50.6,33.1,32.7,70.7,-6.8
1216,Fresno St.,2011,17,NoTourney,100.1,101.9,.4473,47.7,50,20.3,20.4,33.6,30.9,39.4,39.5,49.6,47.8,29.5,36.4,66.5,-10.1
1217,Southern Illinois,2011,17,NoTourney,96.8,98.7,.4463,47.1,48.8,22.2,19.2,30.4,28.2,38.4,42.4,46.6,46.3,32.1,36.5,64.7,-10.9
1218,Penn,2011,17,NoTourney,101.1,103.0,.4445,51.9,52.5,21.2,21.1,26.3,29.2,37.8,33.3,50.1,51.6,36.9,36.1,63.9,-8.6
1219,Florida Atlantic,2011,17,NoTourney,101.5,103.6,.4418,48.6,48.2,17.4,19.3,32.3,35.6,39.5,39.8,48.7,46.5,32.3,35,64,-4.9
1220,LSU,2011,17,NoTourney,95.6,97.5,.4414,45,46.4,21.7,20,32.1,35,37.6,40,44.2,45.3,31.2,32.8,66,-11.9
1221,Canisius,2011,17,NoTourney,101.5,103.8,.4354,49.1,46.6,20.5,20.2,34.1,35.7,27.4,39.4,47,44.6,34.9,34,66.4,-10
1222,Stephen F. Austin,2011,17,NoTourney,95.8,98.2,.4276,48.6,48.6,22.7,23.4,36.7,27.5,34.8,35.2,49,50.7,31.4,29.3,60.7,-7.7
1223,Saint Joseph's,2011,17,NoTourney,104.4,107.4,.4207,47.3,49.6,17.1,16.7,28.5,34.7,34,34.8,46.3,47,32.8,36.7,64.4,-12.2
1224,Delaware,2011,17,NoTourney,99.1,101.9,.4203,47.3,46.5,18.6,15,28.1,32.4,40.2,41.6,44.9,46.6,34.9,30.8,64.5,-9.5
1225,Loyola Marymount,2011,17,NoTourney,100.5,103.4,.4178,46.7,48.7,20,18.1,34.8,32.3,37.5,37.3,46.1,47.3,32.4,34.6,67.6,-14.1
1226,UTSA,2011,16,R64,101.4,104.4,.4172,49,49.1,19.7,19.9,29.9,33.4,41.1,36.5,46.5,48,35.7,33.9,67.9,-9.2
1227,Yale,2011,17,NoTourney,97.8,100.8,.4163,49.4,47,20.3,17.5,27.2,28.8,39.6,36.2,48.5,45,34.2,34.8,66.8,-7.5
1228,Cornell,2011,17,NoTourney,103.5,106.7,.4140,49.6,51.3,18.2,20.7,29.5,32,31.1,44.2,44.8,51.2,37.4,34.4,67,-11.9
1229,Columbia,2011,17,NoTourney,99.9,103.1,.4119,47.6,50.7,18.3,18.5,34.2,27.1,36.4,39.5,46.3,49.1,34.1,36.8,68.3,-8.3
1230,Loyola MD,2011,17,NoTourney,101.3,104.5,.4114,47,49.1,19.9,20.3,36.7,31.4,37.2,39.8,45.3,48.5,33.9,33.8,66.2,-9.4
1231,Middle Tennessee,2011,17,NoTourney,95.6,98.7,.4100,47.4,49.1,22.4,24.3,34.6,31.1,48.2,57.5,45.9,47.1,34.2,35.2,66.9,-11.5
1232,William & Mary,2011,17,NoTourney,102.5,105.8,.4098,52,50.5,20.5,15.5,24.4,30.4,36,29.6,51,48.6,35.6,35.8,64.3,-13.7
1233,McNeese St.,2011,17,NoTourney,103.9,107.3,.4085,48.7,49.7,18.2,19.8,32.1,35.6,39,43.2,46.6,49.1,35.1,33.9,66.4,-6.4
1234,Tulane,2011,17,NoTourney,100.4,103.7,.4079,49.1,52,19.2,23,30.5,31.8,35.9,38.2,46.5,51.5,35.6,35.4,65.8,-10.6
1235,Lehigh,2011,17,NoTourney,100.7,104.0,.4079,46.5,48.7,18,20.7,30.8,31.3,46.4,38.1,45.5,46.2,32.8,36.1,71.3,-10.1
1236,Denver,2011,17,NoTourney,98.0,101.3,.4064,54.2,50.4,20.8,23.4,20,31.6,38.1,62.3,49.5,47.1,40.1,40.9,58,-12.1
1237,DePaul,2011,17,NoTourney,102.1,105.6,.4063,47.1,54.1,19.4,22.1,29.9,39.1,33.3,39.4,47.1,54.6,31.4,35,69.4,-11.8
1238,Mercer,2011,17,NoTourney,99.6,103.0,.4060,47.6,49.5,20.3,22.3,30.2,33.5,44,47.6,46.6,50,32.9,32.4,66.9,-11.4
1239,Wyoming,2011,17,NoTourney,97.8,101.5,.3934,46.9,52.9,21.1,21.6,28.5,33.3,41.2,33.5,49.3,50.5,28,38.1,67.3,-12.4
1240,Siena,2011,17,NoTourney,98.2,102.1,.3912,45.7,48.7,20.8,18.8,37.1,32.1,33.5,31.2,44.2,48.1,33.4,33.4,68.9,-11.8
1241,Appalachian St.,2011,17,NoTourney,103.3,107.4,.3905,50.5,52.4,18.6,17.6,29.9,31,39.2,30.7,50.7,52.7,33.5,34.5,67.4,-8.9
1242,Maine,2011,17,NoTourney,103.7,107.8,.3894,51.4,48.6,19.7,17.9,30.7,32.3,40.5,33.2,50.8,44.9,35,37.1,65.9,-10.3
1243,Charlotte,2011,17,NoTourney,99.5,103.5,.3889,47.6,49,21.8,17.1,31.5,31.1,37.6,31.7,46.1,50.7,33.3,30.6,65.6,-12
1244,Illinois St.,2011,17,NoTourney,96.4,100.4,.3864,47.3,49,21.2,18.4,30.7,28.1,33.6,34.6,47.6,46.7,31,35.5,63.3,-12.5
1245,Houston,2011,17,NoTourney,101.1,105.2,.3860,51.1,48,23,18.9,30.6,36.4,41.4,40,48.6,47.5,38.1,32.7,66.6,-11.9
1246,St. Francis NY,2011,17,NoTourney,96.6,100.8,.3812,46.1,49.2,19.7,24.6,32.2,35.8,40.1,45.5,45.8,49.5,31.1,32.4,67.6,-10.6
1247,Western Kentucky,2011,17,NoTourney,99.5,103.9,.3762,48.4,49.4,21.4,20.3,36.1,35.7,37.4,31.1,49.1,47.1,31.2,36.3,68.5,-10.8
1248,Stony Brook,2011,17,NoTourney,92.9,97.1,.3739,44.1,45.3,19.2,21,31.5,31.7,30.9,34.7,40.3,44.7,33.9,30.8,64,-12.4
1249,UC Irvine,2011,17,NoTourney,101.0,105.8,.3709,48.1,49.7,17.5,19.4,25.7,30.8,42.1,40.4,45.8,49.9,34.8,32.9,71.4,-13.2
1250,UNC Wilmington,2011,17,NoTourney,100.1,104.9,.3685,50.1,49.6,21.7,19.2,33.6,37.2,28.7,31.2,47.1,48.1,36.9,34.9,62.8,-11
1251,Tennessee Tech,2011,17,NoTourney,98.7,103.6,.3645,50.7,49.8,22,21,33.8,29.5,43.1,45.5,50.5,48.8,34.3,34.6,70.9,-7.7
1252,Arkansas St.,2011,17,NoTourney,98.2,103.1,.3625,47,48.7,20.2,19.6,35.1,30.1,42.7,40.2,46.3,46.5,32.5,35.7,65.6,-9.8
1253,Georgia St.,2011,17,NoTourney,93.5,98.3,.3616,47.5,46.3,23,20.8,35.8,31.5,32.8,50.6,45.4,44.5,35,33,64.5,-12.8
1254,Arkansas Little Rock,2011,16,R68,99.4,104.6,.3588,47.8,50.4,18,20.8,29,31.5,42.5,45.5,42.4,50.1,39.3,34,65.3,-11.1
1255,Youngstown St.,2011,17,NoTourney,100.1,105.3,.3587,47.9,51.1,17.3,18.6,26.4,34,29.6,44,46.5,49.7,33.4,36.4,69.9,-14.1
1256,Brown,2011,17,NoTourney,102.2,107.6,.3571,50.6,50.9,17.4,15.4,22.3,28.4,35.8,30.2,49.4,50.3,35,34.7,69.3,-12.5
1257,Elon,2011,17,NoTourney,103.6,109.1,.3559,49.9,53.1,18,19.5,27.8,33.4,38.9,38.5,47.3,50.6,35.4,39.2,68.5,-11.9
1258,Louisiana Lafayette,2011,17,NoTourney,97.6,102.8,.3547,47.9,48.7,21.8,20.4,35.4,31.7,44.2,46.5,46.5,47.5,34.6,34.3,69.2,-10.2
1259,Tennessee St.,2011,17,NoTourney,100.2,105.6,.3531,50.2,50.4,22.7,20.4,31.4,35.9,38.8,35.5,46.5,50.1,37.6,34,66.2,-11.4
1260,Lafayette,2011,17,NoTourney,100.4,105.8,.3526,49.7,50.9,19.7,19.8,26.1,32.3,36.5,39.9,47.5,49.7,35.3,35.5,66.3,-13.3
1261,Cal St. Northridge,2011,17,NoTourney,98.4,103.8,.3522,48.1,50,22.6,20.9,32.4,33,49,56.2,47.5,49.5,32.9,33.9,69.1,-12.1
1262,North Florida,2011,17,NoTourney,98.0,103.5,.3487,49.4,48.2,24.4,21.4,31.3,40.5,42.5,39.4,49.3,48.2,33,32.2,66.9,-9.2
1263,Auburn,2011,17,NoTourney,95.3,100.7,.3480,43.9,49.8,21.5,22.8,33.8,33.6,39.4,45.5,42.2,49.5,32.1,33.5,65.9,-11.7
1264,Albany,2011,17,NoTourney,100.4,106.3,.3436,49.4,47.8,20.6,16.8,35,32.9,29.7,27.8,45.2,46.8,37.7,32.9,61.6,-11.7
1265,Hampton,2011,16,R64,92.7,98.1,.3420,45.9,43.1,18,22.8,29.3,35.9,41.3,36.3,44.8,41,32.1,31.8,67.1,-5.6
1266,VMI,2011,17,NoTourney,107.6,114.1,.3375,52.8,51,17,19,28.9,37,34.3,36.1,51,50.9,36.7,34.3,76.3,-9.1
1267,Pepperdine,2011,17,NoTourney,102.2,108.5,.3346,47,53.3,19.6,17.7,34.1,30.5,39.7,38.2,46,51.5,33.1,37.6,67.1,-12.7
1268,Eastern Kentucky,2011,17,NoTourney,101.3,108.1,.3215,51.1,52,19.3,22,25.9,33.8,33.6,43,48.9,50.3,35.9,37.2,62,-11.5
1269,Nicholls St.,2011,17,NoTourney,95.8,102.3,.3194,48.8,51.1,19.8,24.6,27,33,37.4,46.6,49.2,51.3,32.2,33.7,61,-9.8
1270,Lamar,2011,17,NoTourney,99.1,105.9,.3169,47.3,49.8,20.1,20,36.5,33.5,39.8,43.8,44.8,49.4,35,33.9,74.6,-13.3
1271,Holy Cross,2011,17,NoTourney,99.5,106.5,.3145,48.6,48.3,20.1,15.3,33.6,29.4,35.7,33.7,48.5,47.3,32.6,33.7,65.9,-16.4
1272,Bowling Green,2011,17,NoTourney,96.3,103.1,.3138,47,50.9,20.4,22.7,30.3,33.2,30.7,38.6,48.2,49.9,29.3,35.2,65.8,-12.9
1273,Wake Forest,2011,17,NoTourney,98.9,105.9,.3132,47.6,51.2,21.8,17.4,26.3,35.4,38.4,32.4,45.1,49.3,35.9,37,70.5,-12.9
1274,Wagner,2011,17,NoTourney,97.8,104.9,.3085,49.8,47.5,22.2,22.2,25.1,35.7,41.2,62.2,46.8,45.4,37.1,35.4,67.8,-11.5
1275,Southern Utah,2011,17,NoTourney,99.6,106.8,.3079,50.2,51.5,23.3,19.1,36.3,33.3,46.6,50.4,49.6,49.5,35.2,37,67.3,-12.6
1276,UC Davis,2011,17,NoTourney,101.4,109.1,.3014,52.9,51.8,20.2,19.4,23,34.8,34.5,40.6,50.8,51.7,37.5,34.7,67.7,-14.8
1277,Morgan St.,2011,17,NoTourney,93.1,100.2,.3000,45.6,47.5,22.2,21.1,36.7,31,45.4,43.9,46,47.3,29.6,32.1,67.4,-9.9
1278,Utah Valley,2011,17,NoTourney,98.5,106.1,.2998,49.1,49.2,19.8,17.2,31.4,28,46.4,36.7,47.4,47.4,35.1,35.1,67.2,-8.3
1279,Illinois Chicago,2011,17,NoTourney,95.2,102.6,.2989,46.4,50.6,24.3,17.9,35.8,31.5,30.7,35.4,46.3,48.9,30.9,36.4,65.6,-15.6
1280,Winthrop,2011,17,NoTourney,93.9,101.2,.2975,44.8,48.1,18.8,21.1,32.5,31.2,36.6,39.4,44.6,46.3,30.2,34.4,66,-12.4
1281,Charleston Southern,2011,17,NoTourney,99.7,107.5,.2962,48,50.9,21.3,21.4,36.6,33.3,32.8,36.9,46.1,50.9,35,34,67.3,-11.6
1282,Texas St.,2011,17,NoTourney,98.5,106.4,.2912,49.3,51.5,19.4,21.9,30.5,32.5,44.9,44,49.5,52,32.6,33.7,74.2,-11.2
1283,Seattle,2011,17,NoTourney,92.6,100.1,.2910,44.6,51.1,23.4,23.6,35.7,32.5,35.8,46.8,44.2,50.9,30.3,34.4,73.9,-14.6
1284,Eastern Washington,2011,17,NoTourney,98.4,106.4,.2876,46.6,50,20.4,19.3,32.3,34.9,36.5,46.7,41.9,48.9,36,34.9,65.5,-14.4
1285,Cal St. Fullerton,2011,17,NoTourney,103.4,112.0,.2848,50.4,52.3,20.8,18.9,31.3,32.4,42.1,44,48.2,50.2,36.7,37,69.1,-14.7
1286,Campbell,2011,17,NoTourney,96.3,104.4,.2829,48.5,49.5,22,22.2,34.4,34.4,41.3,51.3,47.6,45.8,34.9,37.6,65.3,-14.1
1287,Southeastern Louisiana,2011,17,NoTourney,98.2,106.5,.2814,46.8,51.1,19.3,20.6,31.4,34,37.4,40.8,46.1,49.8,32.1,36.4,65.3,-9.3
1288,Louisiana Tech,2011,17,NoTourney,92.3,100.2,.2793,47.2,49,24.4,19.7,31.5,28.1,36.3,42.8,46.1,48.8,32.9,32.9,67.6,-13.4
1289,Liberty,2011,17,NoTourney,95.6,103.9,.2789,47.1,49.4,22.8,20.3,37.8,31.4,35.7,35.3,46.5,49.1,32.3,33.4,65.6,-8.7
1290,UT Arlington,2011,17,NoTourney,95.3,103.6,.2769,50.2,48.7,24.9,22.4,32.3,34.5,33.2,46.8,49.4,47.3,34.4,33.9,68.4,-11.9
1291,Northwestern St.,2011,17,NoTourney,100.3,109.2,.2726,49.9,50.4,22.4,24.3,35.9,41,50.6,47.7,48.9,46.8,34.5,38.7,72.4,-9
1292,UMKC,2011,17,NoTourney,100.6,109.7,.2695,50.9,52.9,20.7,19.2,31.5,33.3,40.9,39.1,49.9,52.1,34.9,36.6,65.8,-7.9
1293,Montana St.,2011,17,NoTourney,97.9,107.1,.2632,47.2,51.2,18.5,19.9,31,33.2,36.1,39.2,45.6,48.6,32.9,38,65.9,-13
1294,Towson,2011,17,NoTourney,105.4,115.3,.2616,49.3,55,18.2,17.6,30.3,35.3,37.6,34.3,47.4,52.5,35.6,40.2,66.4,-19.6
1295,Mount St. Mary's,2011,17,NoTourney,93.1,102.3,.2536,46.4,47.4,22.6,20.6,29.1,36.1,36.8,38.5,45.6,46.8,32.5,32.6,65.3,-14.4
1296,Troy,2011,17,NoTourney,95.5,105.2,.2461,47.3,52.1,19.7,19.5,30.3,31.8,29.2,36.5,44.8,49.9,33.8,37,71.3,-15.5
1297,Chattanooga,2011,17,NoTourney,96.2,106.1,.2446,48.3,53.4,21.2,17.9,30.4,26.1,41.3,33.2,48.6,53.5,31.9,35.6,70.3,-10
1298,Central Michigan,2011,17,NoTourney,90.8,100.1,.2445,43.2,50.4,21,22.4,32.3,30.1,33.1,52.9,40.7,48.8,33.3,36.7,64.4,-15.7
1299,Portland St.,2011,17,NoTourney,102.2,112.7,.2441,49.9,53.4,18.2,19.3,29.5,35.7,38.4,30,48.3,53.9,35.1,35,68.2,-12
1300,UNC Greensboro,2011,17,NoTourney,99.0,109.3,.2427,48,54.2,21.2,19.7,32.3,35.2,36.5,43.5,45.8,52.5,35.6,38.2,70.7,-16.4
1301,Hartford,2011,17,NoTourney,92.3,102.0,.2408,45.8,51.3,19.3,25.1,27.6,33,23.5,38.8,45.9,48.8,30.5,36.5,64.6,-15.1
1302,FIU,2011,17,NoTourney,100.1,110.7,.2395,48.5,51.4,21,21.2,32,37.4,49.8,42.6,48,50.8,33,35,69.3,-14.9
1303,Sacred Heart,2011,17,NoTourney,96.8,107.1,.2381,48.2,51,22.9,22,33.1,33.8,37.6,40.2,46.6,50.9,34.5,34.1,66.9,-14.3
1304,Army,2011,17,NoTourney,97.9,108.3,.2377,49.5,51.5,20.5,19.9,29.3,31.3,29.9,41.5,45.1,49.6,37,36.5,68.1,-15
1305,Navy,2011,17,NoTourney,91.1,100.9,.2356,46.3,51.1,20.4,25.3,22.3,33.9,38.7,41.7,47.5,50.7,29.9,34.6,71.5,-15.6
1306,San Diego,2011,17,NoTourney,92.4,102.5,.2331,46.5,50.9,22.7,20,25.7,36.8,36.6,43.3,46.2,51.5,31.5,32.9,64.8,-16.2
1307,Presbyterian,2011,17,NoTourney,98.5,109.4,.2308,51.5,51.4,22.2,18.2,26.8,33.3,30.5,27.3,47.5,51.1,39,34.6,60.6,-12
1308,Florida Gulf Coast,2011,17,NoTourney,93.2,103.6,.2285,45.4,52.2,23.8,21.5,35.4,32.7,42.6,35.3,43.5,50.1,33,36.9,69.1,-14.3
1309,Eastern Michigan,2011,17,NoTourney,89.2,99.3,.2248,44.5,47.6,22,20.6,27.1,28.6,35.8,44.2,42.4,46.9,31.8,32.8,67.5,-17.3
1310,The Citadel,2011,17,NoTourney,98.9,110.3,.2210,47.2,53,19.5,15.9,32.8,28.6,29.4,31.9,46.4,53.7,32.9,34.5,63.6,-15.5
1311,Bethune Cookman,2011,17,NoTourney,99.1,110.6,.2206,46.7,53,18.4,21.1,33.1,32.3,38.7,45.6,46.6,52.8,31.4,35.7,61.7,-8.3
1312,UC Riverside,2011,17,NoTourney,95.8,107.0,.2184,46.5,51.8,20.7,19.6,32.9,32.6,32.9,39.7,44.2,47.7,35.2,38.4,65.4,-13.1
1313,Fordham,2011,17,NoTourney,96.6,108.0,.2175,45.2,49.5,20.7,15.5,34.2,33.7,30.7,35.6,42.6,48.1,33.6,34.8,67.9,-14.4
1314,Gardner Webb,2011,17,NoTourney,92.6,103.7,.2146,46.9,51.5,22.6,21.4,30.7,29.1,31.4,39.5,45.6,48.8,32.8,38,65.1,-15.1
1315,Monmouth,2011,17,NoTourney,92.9,104.0,.2134,46.5,49.2,22.5,20.9,31.3,33.3,37.9,32.9,45.3,46.2,32.5,35.5,63.8,-16.6
1316,Northern Illinois,2011,17,NoTourney,96.1,107.7,.2127,47.1,50,20.5,16.7,30.9,29.7,38.5,43,46.6,48.8,32.2,35,68.9,-15.5
1317,Coppin St.,2011,17,NoTourney,95.6,107.2,.2119,49.1,49.7,18.8,20.8,30.8,35.1,32,35.8,46,48.6,36.3,34.3,69.3,-9.3
1318,Savannah St.,2011,17,NoTourney,88.4,99.3,.2072,43.8,46.6,22.8,22.5,28.8,34.6,35.1,48.4,42.6,44.6,30.5,35,63.8,-11.4
1319,New Hampshire,2011,17,NoTourney,90.1,101.3,.2063,42.9,46.3,19.2,19,31.7,31.3,34.1,37.7,42.7,44.5,28.9,33.4,62.9,-13.6
1320,Jacksonville St.,2011,17,NoTourney,95.0,106.9,.2061,47.9,51.9,22.4,23.8,31.5,35.8,33.8,49.5,44.8,51.3,36.5,35.5,62.6,-20.5
1321,Idaho St.,2011,17,NoTourney,97.4,110.0,.1970,44.6,52.7,19.8,18.8,33.5,35,41,41.5,44.4,50,30.2,38.4,65,-13.9
1322,South Alabama,2011,17,NoTourney,98.6,111.4,.1961,46.5,52.7,20.2,20.4,35.1,35.1,40,35.7,45.4,50.2,32.7,39,68.3,-11.4
1323,Tennessee Martin,2011,17,NoTourney,96.2,108.9,.1943,47.4,52.7,21.7,20.9,29.3,35.6,40.1,38.4,46.2,53.9,33.4,32.9,69.2,-15.7
1324,Stetson,2011,17,NoTourney,95.8,108.4,.1942,48,51.5,23.7,21.5,33.6,36.5,41.2,45.2,49.1,49.1,30.5,36.8,66.5,-16.5
1325,South Dakota,2011,17,NoTourney,98.6,111.9,.1902,49.9,48.6,16.8,17.2,28.1,31.3,35.7,33.3,49.7,48.9,33.4,32,72.1,-11.5
1326,North Dakota,2011,17,NoTourney,91.7,104.1,.1885,47.6,49.2,20.6,19.7,28.6,28.3,42.9,42.2,45.9,47.5,33.9,35.3,67.1,-10.1
1327,St. Francis PA,2011,17,NoTourney,96.9,110.2,.1851,48.4,53.1,22.8,20.2,29.6,34.4,36.3,43.2,47.7,50.8,33.3,38.8,66.5,-15.5
1328,Norfolk St.,2011,17,NoTourney,96.3,109.7,.1837,48.6,48.5,22.6,18.3,32.2,33.6,41,47.8,49.8,46,30.7,36.4,69.7,-15.6
1329,Cal St. Bakersfield,2011,17,NoTourney,95.7,109.0,.1827,45,53,19.4,19.8,31.8,35.9,36,39.6,42.7,53.4,33.2,34.6,69.4,-13.8
1330,Manhattan,2011,17,NoTourney,95.7,109.1,.1809,43.8,51.3,21,19,33.7,37.2,33.7,34.7,43.5,47.5,29.9,38.5,63.9,-19.1
1331,Southeast Missouri St.,2011,17,NoTourney,95.1,108.6,.1786,47.8,49,21.5,17.4,30.5,31.3,47.5,43.8,47,48.3,33.2,33.7,68.2,-17
1332,Jackson St.,2011,17,NoTourney,93.4,106.8,.1762,47,50.1,22.7,25.1,34.4,29.6,42.5,53,45.5,48.4,33.4,35.6,64.4,-11
1333,Niagara,2011,17,NoTourney,90.2,103.6,.1688,42.1,49.2,20.4,22.6,29.7,38.8,39.6,38.4,42.6,48.8,27.5,33.3,68.7,-17.1
1334,Samford,2011,17,NoTourney,95.2,109.5,.1659,51.9,51,21.5,20.5,19.9,37.3,35.8,33.1,51.3,48.1,35,37,61.5,-14.5
1335,North Carolina A&T,2011,17,NoTourney,97.2,111.9,.1649,48.3,49.4,21,19.1,31.3,38.4,42.9,27.3,47.3,47.3,33.3,34.9,69.1,-11.9
1336,Eastern Illinois,2011,17,NoTourney,91.5,105.4,.1645,45.7,49.3,22.1,19,32,31,33.3,38.8,44.9,46.4,32.1,36.1,64.2,-15.9
1337,Longwood,2011,17,NoTourney,101.8,117.3,.1638,49.9,55.8,19.4,18.3,26.2,37.1,33.5,36.7,49.3,56.6,34,36.1,71.2,-12.9
1338,Colgate,2011,17,NoTourney,95.6,110.4,.1603,46.9,51.4,23,16.8,31.5,30.8,37.5,44.7,45.5,51.8,33.5,33.8,67.8,-17.5
1339,Texas A&M Corpus Chris,2011,17,NoTourney,93.0,107.6,.1589,47,51.6,26.2,19.1,33.7,33.9,40.5,35.9,48.8,51.9,28.7,33.9,64.9,-15.2
1340,North Carolina Central,2011,17,NoTourney,95.5,110.5,.1575,49.8,51.1,22.9,21.8,29.2,35,37.6,42.9,48.1,52.6,35.2,32.2,66.8,-11.3
1341,NJIT,2011,17,NoTourney,91.2,105.6,.1563,47.9,49.7,19.1,19.3,28.9,28.5,33.2,46.6,45.1,47.8,35.5,35.5,66.2,-11.7
1342,Binghamton,2011,17,NoTourney,96.0,111.3,.1548,46.8,51.5,19.9,17.8,30,37.3,28.3,29.3,42.6,48.6,35.4,38.1,62.6,-18.4
1343,Mississippi Valley St.,2011,17,NoTourney,92.4,107.2,.1526,46,48.5,23.4,20.4,31.8,30.7,38.8,47.2,44.7,48.8,32.4,32,72.6,-12
1344,Texas Southern,2011,17,NoTourney,89.6,104.1,.1514,48.3,47.6,24.1,23.5,30.6,33.6,47.7,39.6,50.2,46.8,30.1,32.8,66,-7.1
1345,Alabama St.,2011,16,R68,91.0,105.9,.1495,44.2,46.7,23.4,23.3,35.9,33.3,45.7,52.8,44.5,43.8,29.1,35.7,65,-13
1346,Delaware St.,2011,17,NoTourney,96.9,112.7,.1489,48.5,54.2,17.8,24.5,26.9,43.3,27.6,34.6,47,54.3,34.1,35.9,60.2,-15.9
1347,Bryant,2011,17,NoTourney,97.8,113.9,.1486,49,53.5,20.3,17.9,28.8,34.6,31.7,35.4,45.4,50.5,36.4,39.1,66.2,-15.5
1348,High Point,2011,17,NoTourney,93.3,108.7,.1467,46.2,51.4,22.2,21.3,31.6,34.8,38.3,48.7,43.7,51.7,34.7,33.8,67.5,-14.8
1349,Fairleigh Dickinson,2011,17,NoTourney,93.0,108.4,.1465,44.4,49.3,22.1,16.2,33.4,32.3,39.4,37.9,42.9,46.6,32.1,36.7,67.1,-19.2
1350,USC Upstate,2011,17,NoTourney,90.8,106.0,.1447,43.6,52.1,22.4,20.1,32.7,34.6,28,39,43.5,52.1,29.1,34.7,64.4,-18.1
